timeframe,setup,rr,feature_a,feature_b,bin_a,bin_b,trades,wins,losses,win_rate,win_rate_pct
1h,PFR,1.5,ret_1_pct,pos_in_range_n,3,2,30,10,20,0.3333333333333333,"33,3%"
1h,PFR,1.5,ret_1_pct,pos_in_range_n,3,3,55,27,28,0.4909090909090909,"49,1%"
1h,PFR,1.5,ret_1_pct,dist_to_high_n_pct,0,2,30,12,18,0.4,40%
1h,PFR,1.5,ret_1_pct,dist_to_high_n_pct,0,3,56,22,34,0.39285714285714285,"39,3%"
1h,PFR,1.5,ret_1_pct,dist_to_high_n_pct,1,2,38,16,22,0.42105263157894735,"42,1%"
1h,PFR,1.5,ret_1_pct,dist_to_high_n_pct,2,0,36,13,23,0.3611111111111111,"36,1%"
1h,PFR,1.5,ret_1_pct,dist_to_high_n_pct,2,1,41,16,25,0.3902439024390244,39%
1h,PFR,1.5,ret_1_pct,dist_to_high_n_pct,3,0,44,24,20,0.5454545454545454,"54,5%"
1h,PFR,1.5,ret_1_pct,dist_to_high_n_pct,3,1,32,10,22,0.3125,"31,2%"
1h,PFR,1.5,ret_1_pct,dist_to_low_n_pct,0,0,45,16,29,0.35555555555555557,"35,6%"
1h,PFR,1.5,ret_1_pct,dist_to_low_n_pct,0,1,32,15,17,0.46875,"46,9%"
1h,PFR,1.5,ret_1_pct,dist_to_low_n_pct,1,0,41,16,25,0.3902439024390244,39%
1h,PFR,1.5,ret_1_pct,dist_to_low_n_pct,2,2,33,11,22,0.3333333333333333,"33,3%"
1h,PFR,1.5,ret_1_pct,dist_to_low_n_pct,2,3,31,10,21,0.3225806451612903,"32,3%"
1h,PFR,1.5,ret_1_pct,dist_to_low_n_pct,3,2,33,15,18,0.45454545454545453,"45,5%"
1h,PFR,1.5,ret_1_pct,dist_to_low_n_pct,3,3,48,21,27,0.4375,"43,8%"
1h,PFR,1.5,ret_1_pct,vol_z,1,0,31,13,18,0.41935483870967744,"41,9%"
1h,PFR,1.5,ret_1_pct,vol_z,2,0,30,13,17,0.43333333333333335,"43,3%"
1h,PFR,1.5,ret_1_pct,vol_z,3,3,39,20,19,0.5128205128205128,"51,3%"
1h,PFR,1.5,ret_3_pct,ret_5_pct,0,0,37,12,25,0.32432432432432434,"32,4%"
1h,PFR,1.5,ret_3_pct,ret_5_pct,1,2,32,13,19,0.40625,"40,6%"
1h,PFR,1.5,ret_3_pct,ret_5_pct,3,3,35,16,19,0.45714285714285713,"45,7%"
1h,PFR,1.5,ret_3_pct,rsi,0,0,31,9,22,0.2903225806451613,29%
1h,PFR,1.5,ret_3_pct,pos_in_range_n,0,0,39,10,29,0.2564102564102564,"25,6%"
1h,PFR,1.5,ret_3_pct,pos_in_range_n,0,2,31,12,19,0.3870967741935484,"38,7%"
1h,PFR,1.5,ret_3_pct,pos_in_range_n,3,3,37,17,20,0.4594594594594595,"45,9%"
1h,PFR,1.5,ret_3_pct,dist_to_high_n_pct,0,2,30,13,17,0.43333333333333335,"43,3%"
1h,PFR,1.5,ret_3_pct,dist_to_high_n_pct,0,3,31,8,23,0.25806451612903225,"25,8%"
1h,PFR,1.5,ret_3_pct,dist_to_high_n_pct,1,1,31,12,19,0.3870967741935484,"38,7%"
1h,PFR,1.5,ret_3_pct,dist_to_high_n_pct,2,0,30,14,16,0.4666666666666667,"46,7%"
1h,PFR,1.5,ret_3_pct,dist_to_high_n_pct,3,0,33,17,16,0.5151515151515151,"51,5%"
1h,PFR,1.5,ret_3_pct,dist_to_low_n_pct,0,0,32,10,22,0.3125,"31,2%"
1h,PFR,1.5,ret_3_pct,dist_to_low_n_pct,3,2,31,14,17,0.45161290322580644,"45,2%"
1h,PFR,1.5,ret_3_pct,vol_z,2,0,32,12,20,0.375,"37,5%"
1h,PFR,1.5,ret_5_pct,rsi,0,0,51,19,32,0.37254901960784315,"37,3%"
1h,PFR,1.5,ret_5_pct,rsi,0,1,37,17,20,0.4594594594594595,"45,9%"
1h,PFR,1.5,ret_5_pct,rsi,1,0,30,10,20,0.3333333333333333,"33,3%"
1h,PFR,1.5,ret_5_pct,rsi,1,1,31,17,14,0.5483870967741935,"54,8%"
1h,PFR,1.5,ret_5_pct,rsi,2,2,36,15,21,0.4166666666666667,"41,7%"
1h,PFR,1.5,ret_5_pct,rsi,3,2,36,10,26,0.2777777777777778,"27,8%"
1h,PFR,1.5,ret_5_pct,rsi,3,3,48,24,24,0.5,50%
1h,PFR,1.5,ret_5_pct,pos_in_range_n,0,0,59,19,40,0.3220338983050847,"32,2%"
1h,PFR,1.5,ret_5_pct,pos_in_range_n,1,1,36,21,15,0.5833333333333334,"58,3%"
1h,PFR,1.5,ret_5_pct,pos_in_range_n,2,2,40,17,23,0.425,"42,5%"
1h,PFR,1.5,ret_5_pct,pos_in_range_n,3,2,33,11,22,0.3333333333333333,"33,3%"
1h,PFR,1.5,ret_5_pct,pos_in_range_n,3,3,49,23,26,0.46938775510204084,"46,9%"
1h,PFR,1.5,ret_5_pct,dist_to_high_n_pct,0,2,36,16,20,0.4444444444444444,"44,4%"
1h,PFR,1.5,ret_5_pct,dist_to_high_n_pct,0,3,49,19,30,0.3877551020408163,"38,8%"
1h,PFR,1.5,ret_5_pct,dist_to_high_n_pct,2,0,33,17,16,0.5151515151515151,"51,5%"
1h,PFR,1.5,ret_5_pct,dist_to_high_n_pct,2,1,30,11,19,0.36666666666666664,"36,7%"
1h,PFR,1.5,ret_5_pct,dist_to_high_n_pct,3,0,40,20,20,0.5,50%
1h,PFR,1.5,ret_5_pct,dist_to_high_n_pct,3,1,33,12,21,0.36363636363636365,"36,4%"
1h,PFR,1.5,ret_5_pct,dist_to_low_n_pct,0,0,52,18,34,0.34615384615384615,"34,6%"
1h,PFR,1.5,ret_5_pct,dist_to_low_n_pct,1,0,31,14,17,0.45161290322580644,"45,2%"
1h,PFR,1.5,ret_5_pct,dist_to_low_n_pct,2,1,33,12,21,0.36363636363636365,"36,4%"
1h,PFR,1.5,ret_5_pct,dist_to_low_n_pct,3,2,35,16,19,0.45714285714285713,"45,7%"
1h,PFR,1.5,ret_5_pct,dist_to_low_n_pct,3,3,48,17,31,0.3541666666666667,"35,4%"
1h,PFR,1.5,ret_5_pct,vol_z,3,3,31,15,16,0.4838709677419355,"48,4%"
1h,PFR,1.5,rsi,pos_in_range_n,0,0,66,22,44,0.3333333333333333,"33,3%"
1h,PFR,1.5,rsi,pos_in_range_n,1,1,53,30,23,0.5660377358490566,"56,6%"
1h,PFR,1.5,rsi,pos_in_range_n,2,2,51,16,35,0.3137254901960784,"31,4%"
1h,PFR,1.5,rsi,pos_in_range_n,3,3,62,33,29,0.532258064516129,"53,2%"
1h,PFR,1.5,rsi,dist_to_high_n_pct,0,3,65,23,42,0.35384615384615387,"35,4%"
1h,PFR,1.5,rsi,dist_to_high_n_pct,1,2,42,22,20,0.5238095238095238,"52,4%"
1h,PFR,1.5,rsi,dist_to_high_n_pct,2,0,35,14,21,0.4,40%
1h,PFR,1.5,rsi,dist_to_high_n_pct,2,1,38,12,26,0.3157894736842105,"31,6%"
1h,PFR,1.5,rsi,dist_to_high_n_pct,3,0,49,28,21,0.5714285714285714,"57,1%"
1h,PFR,1.5,rsi,dist_to_high_n_pct,3,1,31,13,18,0.41935483870967744,"41,9%"
1h,PFR,1.5,rsi,dist_to_low_n_pct,0,0,48,15,33,0.3125,"31,2%"
1h,PFR,1.5,rsi,dist_to_low_n_pct,1,0,37,16,21,0.43243243243243246,"43,2%"
1h,PFR,1.5,rsi,dist_to_low_n_pct,1,1,30,15,15,0.5,50%
1h,PFR,1.5,rsi,dist_to_low_n_pct,2,2,37,11,26,0.2972972972972973,"29,7%"
1h,PFR,1.5,rsi,dist_to_low_n_pct,3,3,51,23,28,0.45098039215686275,"45,1%"
1h,PFR,1.5,rsi,vol_z,1,0,30,12,18,0.4,40%
1h,PFR,1.5,rsi,vol_z,3,3,31,18,13,0.5806451612903226,"58,1%"
1h,PFR,1.5,pos_in_range_n,dist_to_high_n_pct,0,3,63,21,42,0.3333333333333333,"33,3%"
1h,PFR,1.5,pos_in_range_n,dist_to_high_n_pct,1,2,45,24,21,0.5333333333333333,"53,3%"
1h,PFR,1.5,pos_in_range_n,dist_to_high_n_pct,2,1,52,19,33,0.36538461538461536,"36,5%"
1h,PFR,1.5,pos_in_range_n,dist_to_high_n_pct,3,0,71,35,36,0.49295774647887325,"49,3%"
1h,PFR,1.5,pos_in_range_n,dist_to_low_n_pct,0,0,62,18,44,0.2903225806451613,29%
1h,PFR,1.5,pos_in_range_n,dist_to_low_n_pct,1,1,41,21,20,0.5121951219512195,"51,2%"
1h,PFR,1.5,pos_in_range_n,dist_to_low_n_pct,2,2,39,13,26,0.3333333333333333,"33,3%"
1h,PFR,1.5,pos_in_range_n,dist_to_low_n_pct,2,3,30,10,20,0.3333333333333333,"33,3%"
1h,PFR,1.5,pos_in_range_n,dist_to_low_n_pct,3,2,30,16,14,0.5333333333333333,"53,3%"
1h,PFR,1.5,pos_in_range_n,dist_to_low_n_pct,3,3,51,21,30,0.4117647058823529,"41,2%"
1h,PFR,1.5,pos_in_range_n,vol_z,1,1,31,15,16,0.4838709677419355,"48,4%"
1h,PFR,1.5,pos_in_range_n,vol_z,3,3,35,19,16,0.5428571428571428,"54,3%"
1h,PFR,1.5,dist_to_high_n_pct,dist_to_low_n_pct,0,2,37,18,19,0.4864864864864865,"48,6%"
1h,PFR,1.5,dist_to_high_n_pct,dist_to_low_n_pct,0,3,31,15,16,0.4838709677419355,"48,4%"
1h,PFR,1.5,dist_to_high_n_pct,dist_to_low_n_pct,1,3,33,10,23,0.30303030303030304,"30,3%"
1h,PFR,1.5,dist_to_high_n_pct,dist_to_low_n_pct,2,0,37,13,24,0.35135135135135137,"35,1%"
1h,PFR,1.5,dist_to_high_n_pct,dist_to_low_n_pct,3,0,33,10,23,0.30303030303030304,"30,3%"
1h,PFR,1.5,dist_to_high_n_pct,dist_to_low_n_pct,3,1,35,14,21,0.4,40%
1h,PFR,1.5,dist_to_high_n_pct,vol_z,0,3,34,21,13,0.6176470588235294,"61,8%"
1h,PFR,2.0,slope_strength,ma_gap_pct,0,1,33,18,15,0.5454545454545454,"54,5%"
1h,PFR,2.0,slope_strength,ma_gap_pct,3,0,36,11,25,0.3055555555555556,"30,6%"
1h,PFR,2.0,slope_strength,dist_to_sma80_pct,0,1,35,20,15,0.5714285714285714,"57,1%"
1h,PFR,2.0,slope_strength,dist_to_sma80_pct,3,0,38,12,26,0.3157894736842105,"31,6%"
1h,PFR,2.0,slope_strength,atr_pct,0,0,41,21,20,0.5121951219512195,"51,2%"
1h,PFR,2.0,slope_strength,atr_pct,3,3,42,13,29,0.30952380952380953,31%
1h,PFR,2.0,slope_strength,clv,0,1,30,17,13,0.5666666666666667,"56,7%"
1h,PFR,2.0,slope_strength,range_pct,0,0,33,16,17,0.48484848484848486,"48,5%"
1h,PFR,2.0,slope_strength,range_pct,0,1,30,13,17,0.43333333333333335,"43,3%"
1h,PFR,2.0,slope_strength,range_pct,1,0,31,6,25,0.1935483870967742,"19,4%"
1h,PFR,2.0,slope_strength,range_pct,3,3,39,13,26,0.3333333333333333,"33,3%"
1h,PFR,2.0,slope_strength,body_pct,0,2,30,14,16,0.4666666666666667,"46,7%"
1h,PFR,2.0,slope_strength,body_pct,3,3,31,9,22,0.2903225806451613,29%
1h,PFR,2.0,slope_strength,upper_wick_pct,3,1,31,14,17,0.45161290322580644,"45,2%"
1h,PFR,2.0,slope_strength,lower_wick_pct,3,0,32,10,22,0.3125,"31,2%"
1h,PFR,2.0,slope_strength,ret_1_pct,0,1,30,18,12,0.6,60%
1h,PFR,2.0,slope_strength,ret_1_pct,1,1,30,7,23,0.23333333333333334,"23,3%"
1h,PFR,2.0,slope_strength,ret_1_pct,3,0,30,10,20,0.3333333333333333,"33,3%"
1h,PFR,2.0,slope_strength,ret_3_pct,0,1,32,15,17,0.46875,"46,9%"
1h,PFR,2.0,slope_strength,ret_3_pct,2,0,30,7,23,0.23333333333333334,"23,3%"
1h,PFR,2.0,slope_strength,ret_5_pct,0,1,36,15,21,0.4166666666666667,"41,7%"
1h,PFR,2.0,slope_strength,ret_5_pct,3,0,31,11,20,0.3548387096774194,"35,5%"
1h,PFR,2.0,slope_strength,ret_5_pct,3,3,36,13,23,0.3611111111111111,"36,1%"
1h,PFR,2.0,slope_strength,rsi,0,1,37,18,19,0.4864864864864865,"48,6%"
1h,PFR,2.0,slope_strength,rsi,3,0,38,11,27,0.2894736842105263,"28,9%"
1h,PFR,2.0,slope_strength,pos_in_range_n,0,1,32,18,14,0.5625,"56,2%"
1h,PFR,2.0,slope_strength,pos_in_range_n,2,3,33,13,20,0.3939393939393939,"39,4%"
1h,PFR,2.0,slope_strength,pos_in_range_n,3,0,32,10,22,0.3125,"31,2%"
1h,PFR,2.0,slope_strength,dist_to_high_n_pct,0,1,32,14,18,0.4375,"43,8%"
1h,PFR,2.0,slope_strength,dist_to_high_n_pct,3,3,41,12,29,0.2926829268292683,"29,3%"
1h,PFR,2.0,slope_strength,dist_to_low_n_pct,0,0,30,17,13,0.5666666666666667,"56,7%"
1h,PFR,2.0,slope_strength,dist_to_low_n_pct,1,1,31,12,19,0.3870967741935484,"38,7%"
1h,PFR,2.0,slope_strength,dist_to_low_n_pct,3,3,32,12,20,0.375,"37,5%"
1h,PFR,2.0,ma_gap_pct,dist_to_sma80_pct,0,0,86,27,59,0.313953488372093,"31,4%"
1h,PFR,2.0,ma_gap_pct,dist_to_sma80_pct,1,1,82,32,50,0.3902439024390244,39%
1h,PFR,2.0,ma_gap_pct,dist_to_sma80_pct,2,2,81,25,56,0.30864197530864196,"30,9%"
1h,PFR,2.0,ma_gap_pct,dist_to_sma80_pct,3,3,86,34,52,0.3953488372093023,"39,5%"
1h,PFR,2.0,ma_gap_pct,atr_pct,0,3,40,12,28,0.3,30%
1h,PFR,2.0,ma_gap_pct,atr_pct,1,0,37,13,24,0.35135135135135137,"35,1%"
1h,PFR,2.0,ma_gap_pct,atr_pct,2,0,34,15,19,0.4411764705882353,"44,1%"
1h,PFR,2.0,ma_gap_pct,clv,0,0,44,16,28,0.36363636363636365,"36,4%"
1h,PFR,2.0,ma_gap_pct,clv,0,1,44,12,32,0.2727272727272727,"27,3%"
1h,PFR,2.0,ma_gap_pct,clv,1,0,47,13,34,0.2765957446808511,"27,7%"
1h,PFR,2.0,ma_gap_pct,clv,1,1,33,18,15,0.5454545454545454,"54,5%"
1h,PFR,2.0,ma_gap_pct,clv,2,2,41,10,31,0.24390243902439024,"24,4%"
1h,PFR,2.0,ma_gap_pct,clv,2,3,40,13,27,0.325,"32,5%"
1h,PFR,2.0,ma_gap_pct,clv,3,2,42,18,24,0.42857142857142855,"42,9%"
1h,PFR,2.0,ma_gap_pct,clv,3,3,44,16,28,0.36363636363636365,"36,4%"
1h,PFR,2.0,ma_gap_pct,range_pct,1,0,36,13,23,0.3611111111111111,"36,1%"
1h,PFR,2.0,ma_gap_pct,range_pct,2,0,30,11,19,0.36666666666666664,"36,7%"
1h,PFR,2.0,ma_gap_pct,upper_wick_pct,0,3,39,8,31,0.20512820512820512,"20,5%"
1h,PFR,2.0,ma_gap_pct,upper_wick_pct,1,2,30,9,21,0.3,30%
1h,PFR,2.0,ma_gap_pct,upper_wick_pct,1,3,38,19,19,0.5,50%
1h,PFR,2.0,ma_gap_pct,upper_wick_pct,2,0,37,13,24,0.35135135135135137,"35,1%"
1h,PFR,2.0,ma_gap_pct,upper_wick_pct,3,0,33,14,19,0.42424242424242425,"42,4%"
1h,PFR,2.0,ma_gap_pct,upper_wick_pct,3,1,37,15,22,0.40540540540540543,"40,5%"
1h,PFR,2.0,ma_gap_pct,lower_wick_pct,0,0,40,14,26,0.35,35%
1h,PFR,2.0,ma_gap_pct,lower_wick_pct,1,0,38,12,26,0.3157894736842105,"31,6%"
1h,PFR,2.0,ma_gap_pct,lower_wick_pct,1,1,31,14,17,0.45161290322580644,"45,2%"
1h,PFR,2.0,ma_gap_pct,lower_wick_pct,2,2,34,10,24,0.29411764705882354,"29,4%"
1h,PFR,2.0,ma_gap_pct,lower_wick_pct,2,3,34,6,28,0.17647058823529413,"17,6%"
1h,PFR,2.0,ma_gap_pct,lower_wick_pct,3,3,40,18,22,0.45,45%
1h,PFR,2.0,ma_gap_pct,ret_1_pct,0,0,53,18,35,0.33962264150943394,34%
1h,PFR,2.0,ma_gap_pct,ret_1_pct,0,1,38,10,28,0.2631578947368421,"26,3%"
1h,PFR,2.0,ma_gap_pct,ret_1_pct,1,0,38,12,26,0.3157894736842105,"31,6%"
1h,PFR,2.0,ma_gap_pct,ret_1_pct,1,1,42,19,23,0.4523809523809524,"45,2%"
1h,PFR,2.0,ma_gap_pct,ret_1_pct,2,2,47,12,35,0.2553191489361702,"25,5%"
1h,PFR,2.0,ma_gap_pct,ret_1_pct,2,3,37,14,23,0.3783783783783784,"37,8%"
1h,PFR,2.0,ma_gap_pct,ret_1_pct,3,2,37,15,22,0.40540540540540543,"40,5%"
1h,PFR,2.0,ma_gap_pct,ret_1_pct,3,3,49,18,31,0.3673469387755102,"36,7%"
1h,PFR,2.0,ma_gap_pct,ret_3_pct,0,0,31,9,22,0.2903225806451613,29%
1h,PFR,2.0,ma_gap_pct,ret_3_pct,2,2,30,9,21,0.3,30%
1h,PFR,2.0,ma_gap_pct,ret_5_pct,0,0,54,21,33,0.3888888888888889,"38,9%"
1h,PFR,2.0,ma_gap_pct,ret_5_pct,1,0,34,12,22,0.35294117647058826,"35,3%"
1h,PFR,2.0,ma_gap_pct,ret_5_pct,1,1,40,18,22,0.45,45%
1h,PFR,2.0,ma_gap_pct,ret_5_pct,2,2,42,16,26,0.38095238095238093,"38,1%"
1h,PFR,2.0,ma_gap_pct,ret_5_pct,2,3,32,8,24,0.25,25%
1h,PFR,2.0,ma_gap_pct,ret_5_pct,3,3,49,19,30,0.3877551020408163,"38,8%"
1h,PFR,2.0,ma_gap_pct,rsi,0,0,60,17,43,0.2833333333333333,"28,3%"
1h,PFR,2.0,ma_gap_pct,rsi,0,1,30,11,19,0.36666666666666664,"36,7%"
1h,PFR,2.0,ma_gap_pct,rsi,1,0,31,8,23,0.25806451612903225,"25,8%"
1h,PFR,2.0,ma_gap_pct,rsi,1,1,42,20,22,0.47619047619047616,"47,6%"
1h,PFR,2.0,ma_gap_pct,rsi,2,2,37,11,26,0.2972972972972973,"29,7%"
1h,PFR,2.0,ma_gap_pct,rsi,2,3,41,15,26,0.36585365853658536,"36,6%"
1h,PFR,2.0,ma_gap_pct,rsi,3,2,38,11,27,0.2894736842105263,"28,9%"
1h,PFR,2.0,ma_gap_pct,rsi,3,3,46,22,24,0.4782608695652174,"47,8%"
1h,PFR,2.0,ma_gap_pct,pos_in_range_n,0,0,51,14,37,0.27450980392156865,"27,5%"
1h,PFR,2.0,ma_gap_pct,pos_in_range_n,0,1,38,14,24,0.3684210526315789,"36,8%"
1h,PFR,2.0,ma_gap_pct,pos_in_range_n,1,0,40,11,29,0.275,"27,5%"
1h,PFR,2.0,ma_gap_pct,pos_in_range_n,1,1,37,18,19,0.4864864864864865,"48,6%"
1h,PFR,2.0,ma_gap_pct,pos_in_range_n,2,2,40,10,30,0.25,25%
1h,PFR,2.0,ma_gap_pct,pos_in_range_n,2,3,38,14,24,0.3684210526315789,"36,8%"
1h,PFR,2.0,ma_gap_pct,pos_in_range_n,3,2,40,13,27,0.325,"32,5%"
1h,PFR,2.0,ma_gap_pct,pos_in_range_n,3,3,47,21,26,0.44680851063829785,"44,7%"
1h,PFR,2.0,ma_gap_pct,dist_to_high_n_pct,0,2,33,11,22,0.3333333333333333,"33,3%"
1h,PFR,2.0,ma_gap_pct,dist_to_high_n_pct,0,3,58,17,41,0.29310344827586204,"29,3%"
1h,PFR,2.0,ma_gap_pct,dist_to_high_n_pct,1,2,35,13,22,0.37142857142857144,"37,1%"
1h,PFR,2.0,ma_gap_pct,dist_to_high_n_pct,2,0,43,17,26,0.3953488372093023,"39,5%"
1h,PFR,2.0,ma_gap_pct,dist_to_high_n_pct,2,1,32,7,25,0.21875,"21,9%"
1h,PFR,2.0,ma_gap_pct,dist_to_high_n_pct,3,0,37,18,19,0.4864864864864865,"48,6%"
1h,PFR,2.0,ma_gap_pct,dist_to_high_n_pct,3,1,41,12,29,0.2926829268292683,"29,3%"
1h,PFR,2.0,ma_gap_pct,dist_to_low_n_pct,0,0,41,10,31,0.24390243902439024,"24,4%"
1h,PFR,2.0,ma_gap_pct,dist_to_low_n_pct,1,0,44,16,28,0.36363636363636365,"36,4%"
1h,PFR,2.0,ma_gap_pct,dist_to_low_n_pct,1,1,30,10,20,0.3333333333333333,"33,3%"
1h,PFR,2.0,ma_gap_pct,dist_to_low_n_pct,2,2,36,14,22,0.3888888888888889,"38,9%"
1h,PFR,2.0,ma_gap_pct,dist_to_low_n_pct,3,3,52,21,31,0.40384615384615385,"40,4%"
1h,PFR,2.0,ma_gap_pct,vol_z,0,0,30,7,23,0.23333333333333334,"23,3%"
1h,PFR,2.0,dist_to_sma80_pct,atr_pct,0,3,42,12,30,0.2857142857142857,"28,6%"
1h,PFR,2.0,dist_to_sma80_pct,atr_pct,1,0,38,14,24,0.3684210526315789,"36,8%"
1h,PFR,2.0,dist_to_sma80_pct,atr_pct,2,0,36,15,21,0.4166666666666667,"41,7%"
1h,PFR,2.0,dist_to_sma80_pct,atr_pct,3,2,31,13,18,0.41935483870967744,"41,9%"
1h,PFR,2.0,dist_to_sma80_pct,clv,0,0,47,16,31,0.3404255319148936,34%
1h,PFR,2.0,dist_to_sma80_pct,clv,0,1,41,12,29,0.2926829268292683,"29,3%"
1h,PFR,2.0,dist_to_sma80_pct,clv,1,0,44,13,31,0.29545454545454547,"29,5%"
1h,PFR,2.0,dist_to_sma80_pct,clv,1,1,37,19,18,0.5135135135135135,"51,4%"
1h,PFR,2.0,dist_to_sma80_pct,clv,2,2,37,9,28,0.24324324324324326,"24,3%"
1h,PFR,2.0,dist_to_sma80_pct,clv,2,3,44,13,31,0.29545454545454547,"29,5%"
1h,PFR,2.0,dist_to_sma80_pct,clv,3,2,44,19,25,0.4318181818181818,"43,2%"
1h,PFR,2.0,dist_to_sma80_pct,clv,3,3,43,17,26,0.3953488372093023,"39,5%"
1h,PFR,2.0,dist_to_sma80_pct,range_pct,0,3,31,9,22,0.2903225806451613,29%
1h,PFR,2.0,dist_to_sma80_pct,range_pct,1,0,39,14,25,0.358974358974359,"35,9%"
1h,PFR,2.0,dist_to_sma80_pct,range_pct,2,0,31,11,20,0.3548387096774194,"35,5%"
1h,PFR,2.0,dist_to_sma80_pct,range_pct,3,3,30,13,17,0.43333333333333335,"43,3%"
1h,PFR,2.0,dist_to_sma80_pct,upper_wick_pct,0,3,38,9,29,0.23684210526315788,"23,7%"
1h,PFR,2.0,dist_to_sma80_pct,upper_wick_pct,1,2,33,10,23,0.30303030303030304,"30,3%"
1h,PFR,2.0,dist_to_sma80_pct,upper_wick_pct,1,3,40,19,21,0.475,"47,5%"
1h,PFR,2.0,dist_to_sma80_pct,upper_wick_pct,2,0,38,12,26,0.3157894736842105,"31,6%"
1h,PFR,2.0,dist_to_sma80_pct,upper_wick_pct,3,0,33,15,18,0.45454545454545453,"45,5%"
1h,PFR,2.0,dist_to_sma80_pct,upper_wick_pct,3,1,38,16,22,0.42105263157894735,"42,1%"
1h,PFR,2.0,dist_to_sma80_pct,lower_wick_pct,0,0,43,14,29,0.32558139534883723,"32,6%"
1h,PFR,2.0,dist_to_sma80_pct,lower_wick_pct,1,0,35,12,23,0.34285714285714286,"34,3%"
1h,PFR,2.0,dist_to_sma80_pct,lower_wick_pct,2,2,32,9,23,0.28125,"28,1%"
1h,PFR,2.0,dist_to_sma80_pct,lower_wick_pct,2,3,35,7,28,0.2,20%
1h,PFR,2.0,dist_to_sma80_pct,lower_wick_pct,3,3,38,18,20,0.47368421052631576,"47,4%"
1h,PFR,2.0,dist_to_sma80_pct,ret_1_pct,0,0,57,19,38,0.3333333333333333,"33,3%"
1h,PFR,2.0,dist_to_sma80_pct,ret_1_pct,0,1,34,9,25,0.2647058823529412,"26,5%"
1h,PFR,2.0,dist_to_sma80_pct,ret_1_pct,1,0,34,11,23,0.3235294117647059,"32,4%"
1h,PFR,2.0,dist_to_sma80_pct,ret_1_pct,1,1,47,20,27,0.425531914893617,"42,6%"
1h,PFR,2.0,dist_to_sma80_pct,ret_1_pct,2,2,49,12,37,0.24489795918367346,"24,5%"
1h,PFR,2.0,dist_to_sma80_pct,ret_1_pct,2,3,36,13,23,0.3611111111111111,"36,1%"
1h,PFR,2.0,dist_to_sma80_pct,ret_1_pct,3,2,34,15,19,0.4411764705882353,"44,1%"
1h,PFR,2.0,dist_to_sma80_pct,ret_1_pct,3,3,52,19,33,0.36538461538461536,"36,5%"
1h,PFR,2.0,dist_to_sma80_pct,ret_3_pct,0,0,36,10,26,0.2777777777777778,"27,8%"
1h,PFR,2.0,dist_to_sma80_pct,ret_5_pct,0,0,59,22,37,0.3728813559322034,"37,3%"
1h,PFR,2.0,dist_to_sma80_pct,ret_5_pct,1,1,45,19,26,0.4222222222222222,"42,2%"
1h,PFR,2.0,dist_to_sma80_pct,ret_5_pct,2,2,44,16,28,0.36363636363636365,"36,4%"
1h,PFR,2.0,dist_to_sma80_pct,ret_5_pct,3,3,53,21,32,0.39622641509433965,"39,6%"
1h,PFR,2.0,dist_to_sma80_pct,rsi,0,0,60,17,43,0.2833333333333333,"28,3%"
1h,PFR,2.0,dist_to_sma80_pct,rsi,0,1,30,11,19,0.36666666666666664,"36,7%"
1h,PFR,2.0,dist_to_sma80_pct,rsi,1,0,31,8,23,0.25806451612903225,"25,8%"
1h,PFR,2.0,dist_to_sma80_pct,rsi,1,1,43,21,22,0.4883720930232558,"48,8%"
1h,PFR,2.0,dist_to_sma80_pct,rsi,2,2,41,11,30,0.2682926829268293,"26,8%"
1h,PFR,2.0,dist_to_sma80_pct,rsi,2,3,38,15,23,0.39473684210526316,"39,5%"
1h,PFR,2.0,dist_to_sma80_pct,rsi,3,2,36,12,24,0.3333333333333333,"33,3%"
1h,PFR,2.0,dist_to_sma80_pct,rsi,3,3,48,22,26,0.4583333333333333,"45,8%"
1h,PFR,2.0,dist_to_sma80_pct,pos_in_range_n,0,0,54,14,40,0.25925925925925924,"25,9%"
1h,PFR,2.0,dist_to_sma80_pct,pos_in_range_n,0,1,36,14,22,0.3888888888888889,"38,9%"
1h,PFR,2.0,dist_to_sma80_pct,pos_in_range_n,1,0,37,11,26,0.2972972972972973,"29,7%"
1h,PFR,2.0,dist_to_sma80_pct,pos_in_range_n,1,1,41,19,22,0.4634146341463415,"46,3%"
1h,PFR,2.0,dist_to_sma80_pct,pos_in_range_n,2,2,41,9,32,0.21951219512195122,22%
1h,PFR,2.0,dist_to_sma80_pct,pos_in_range_n,2,3,39,15,24,0.38461538461538464,"38,5%"
1h,PFR,2.0,dist_to_sma80_pct,pos_in_range_n,3,2,41,15,26,0.36585365853658536,"36,6%"
1h,PFR,2.0,dist_to_sma80_pct,pos_in_range_n,3,3,46,20,26,0.43478260869565216,"43,5%"
1h,PFR,2.0,dist_to_sma80_pct,dist_to_high_n_pct,0,2,30,10,20,0.3333333333333333,"33,3%"
1h,PFR,2.0,dist_to_sma80_pct,dist_to_high_n_pct,0,3,61,18,43,0.29508196721311475,"29,5%"
1h,PFR,2.0,dist_to_sma80_pct,dist_to_high_n_pct,1,2,38,14,24,0.3684210526315789,"36,8%"
1h,PFR,2.0,dist_to_sma80_pct,dist_to_high_n_pct,2,0,49,19,30,0.3877551020408163,"38,8%"
1h,PFR,2.0,dist_to_sma80_pct,dist_to_high_n_pct,3,0,33,17,16,0.5151515151515151,"51,5%"
