timeframe,setup,rr,feature_a,feature_b,bin_a,bin_b,trades,wins,losses,win_rate,win_rate_pct
1h,PFR,2.0,dist_to_sma80_pct,dist_to_high_n_pct,3,1,45,14,31,0.3111111111111111,"31,1%"
1h,PFR,2.0,dist_to_sma80_pct,dist_to_low_n_pct,0,0,42,10,32,0.23809523809523808,"23,8%"
1h,PFR,2.0,dist_to_sma80_pct,dist_to_low_n_pct,1,0,44,17,27,0.38636363636363635,"38,6%"
1h,PFR,2.0,dist_to_sma80_pct,dist_to_low_n_pct,1,1,30,10,20,0.3333333333333333,"33,3%"
1h,PFR,2.0,dist_to_sma80_pct,dist_to_low_n_pct,2,2,39,13,26,0.3333333333333333,"33,3%"
1h,PFR,2.0,dist_to_sma80_pct,dist_to_low_n_pct,3,3,53,20,33,0.37735849056603776,"37,7%"
1h,PFR,2.0,atr_pct,range_pct,0,0,57,22,35,0.38596491228070173,"38,6%"
1h,PFR,2.0,atr_pct,range_pct,2,2,30,8,22,0.26666666666666666,"26,7%"
1h,PFR,2.0,atr_pct,range_pct,3,3,40,11,29,0.275,"27,5%"
1h,PFR,2.0,atr_pct,body_pct,2,1,31,9,22,0.2903225806451613,29%
1h,PFR,2.0,atr_pct,upper_wick_pct,2,3,30,7,23,0.23333333333333334,"23,3%"
1h,PFR,2.0,atr_pct,ret_1_pct,0,1,33,13,20,0.3939393939393939,"39,4%"
1h,PFR,2.0,atr_pct,ret_1_pct,0,2,31,11,20,0.3548387096774194,"35,5%"
1h,PFR,2.0,atr_pct,ret_1_pct,3,0,34,10,24,0.29411764705882354,"29,4%"
1h,PFR,2.0,atr_pct,ret_3_pct,0,2,30,13,17,0.43333333333333335,"43,3%"
1h,PFR,2.0,atr_pct,ret_3_pct,3,0,30,7,23,0.23333333333333334,"23,3%"
1h,PFR,2.0,atr_pct,ret_5_pct,0,1,31,12,19,0.3870967741935484,"38,7%"
1h,PFR,2.0,atr_pct,ret_5_pct,0,2,33,14,19,0.42424242424242425,"42,4%"
1h,PFR,2.0,atr_pct,ret_5_pct,2,3,33,12,21,0.36363636363636365,"36,4%"
1h,PFR,2.0,atr_pct,ret_5_pct,3,0,31,11,20,0.3548387096774194,"35,5%"
1h,PFR,2.0,atr_pct,rsi,1,2,30,4,26,0.13333333333333333,"13,3%"
1h,PFR,2.0,atr_pct,rsi,3,0,36,11,25,0.3055555555555556,"30,6%"
1h,PFR,2.0,atr_pct,pos_in_range_n,3,0,34,11,23,0.3235294117647059,"32,4%"
1h,PFR,2.0,atr_pct,dist_to_high_n_pct,0,0,40,20,20,0.5,50%
1h,PFR,2.0,atr_pct,dist_to_high_n_pct,0,1,30,9,21,0.3,30%
1h,PFR,2.0,atr_pct,dist_to_high_n_pct,1,0,30,10,20,0.3333333333333333,"33,3%"
1h,PFR,2.0,atr_pct,dist_to_high_n_pct,3,3,53,15,38,0.2830188679245283,"28,3%"
1h,PFR,2.0,atr_pct,dist_to_low_n_pct,0,0,37,15,22,0.40540540540540543,"40,5%"
1h,PFR,2.0,atr_pct,dist_to_low_n_pct,1,2,36,13,23,0.3611111111111111,"36,1%"
1h,PFR,2.0,atr_pct,dist_to_low_n_pct,2,3,34,12,22,0.35294117647058826,"35,3%"
1h,PFR,2.0,atr_pct,dist_to_low_n_pct,3,3,39,12,27,0.3076923076923077,"30,8%"
1h,PFR,2.0,atr_pct,vol_z,1,2,30,9,21,0.3,30%
1h,PFR,2.0,atr_pct,vol_z,3,0,33,9,24,0.2727272727272727,"27,3%"
1h,PFR,2.0,clv,body_pct,0,3,39,11,28,0.28205128205128205,"28,2%"
1h,PFR,2.0,clv,body_pct,1,0,38,13,25,0.34210526315789475,"34,2%"
1h,PFR,2.0,clv,upper_wick_pct,0,3,46,16,30,0.34782608695652173,"34,8%"
1h,PFR,2.0,clv,upper_wick_pct,1,2,30,15,15,0.5,50%
1h,PFR,2.0,clv,upper_wick_pct,1,3,45,17,28,0.37777777777777777,"37,8%"
1h,PFR,2.0,clv,upper_wick_pct,2,1,51,20,31,0.39215686274509803,"39,2%"
1h,PFR,2.0,clv,upper_wick_pct,2,2,39,9,30,0.23076923076923078,"23,1%"
1h,PFR,2.0,clv,upper_wick_pct,3,0,75,28,47,0.37333333333333335,"37,3%"
1h,PFR,2.0,clv,lower_wick_pct,0,0,78,26,52,0.3333333333333333,"33,3%"
1h,PFR,2.0,clv,lower_wick_pct,1,1,46,19,27,0.41304347826086957,"41,3%"
1h,PFR,2.0,clv,lower_wick_pct,1,2,32,13,19,0.40625,"40,6%"
1h,PFR,2.0,clv,lower_wick_pct,2,2,34,10,24,0.29411764705882354,"29,4%"
1h,PFR,2.0,clv,lower_wick_pct,2,3,33,10,23,0.30303030303030304,"30,3%"
1h,PFR,2.0,clv,lower_wick_pct,3,3,46,16,30,0.34782608695652173,"34,8%"
1h,PFR,2.0,clv,ret_1_pct,0,0,62,20,42,0.3225806451612903,"32,3%"
1h,PFR,2.0,clv,ret_1_pct,1,1,50,20,30,0.4,40%
1h,PFR,2.0,clv,ret_1_pct,2,2,42,13,29,0.30952380952380953,31%
1h,PFR,2.0,clv,ret_1_pct,2,3,41,14,27,0.34146341463414637,"34,1%"
1h,PFR,2.0,clv,ret_1_pct,3,2,39,12,27,0.3076923076923077,"30,8%"
1h,PFR,2.0,clv,ret_1_pct,3,3,47,17,30,0.3617021276595745,"36,2%"
1h,PFR,2.0,clv,ret_3_pct,0,0,37,13,24,0.35135135135135137,"35,1%"
1h,PFR,2.0,clv,ret_3_pct,3,3,31,12,19,0.3870967741935484,"38,7%"
1h,PFR,2.0,clv,ret_5_pct,0,0,47,17,30,0.3617021276595745,"36,2%"
1h,PFR,2.0,clv,ret_5_pct,0,1,37,11,26,0.2972972972972973,"29,7%"
1h,PFR,2.0,clv,ret_5_pct,1,0,41,16,25,0.3902439024390244,39%
1h,PFR,2.0,clv,ret_5_pct,2,2,35,12,23,0.34285714285714286,"34,3%"
1h,PFR,2.0,clv,ret_5_pct,2,3,49,16,33,0.32653061224489793,"32,7%"
1h,PFR,2.0,clv,ret_5_pct,3,2,33,11,22,0.3333333333333333,"33,3%"
1h,PFR,2.0,clv,ret_5_pct,3,3,36,12,24,0.3333333333333333,"33,3%"
1h,PFR,2.0,clv,rsi,0,0,52,13,39,0.25,25%
1h,PFR,2.0,clv,rsi,0,1,33,14,19,0.42424242424242425,"42,4%"
1h,PFR,2.0,clv,rsi,1,0,36,12,24,0.3333333333333333,"33,3%"
1h,PFR,2.0,clv,rsi,1,1,40,17,23,0.425,"42,5%"
1h,PFR,2.0,clv,rsi,2,2,34,8,26,0.23529411764705882,"23,5%"
1h,PFR,2.0,clv,rsi,2,3,45,19,26,0.4222222222222222,"42,2%"
1h,PFR,2.0,clv,rsi,3,2,42,13,29,0.30952380952380953,31%
1h,PFR,2.0,clv,rsi,3,3,39,16,23,0.41025641025641024,41%
1h,PFR,2.0,clv,pos_in_range_n,0,0,54,12,42,0.2222222222222222,"22,2%"
1h,PFR,2.0,clv,pos_in_range_n,0,1,35,16,19,0.45714285714285713,"45,7%"
1h,PFR,2.0,clv,pos_in_range_n,1,0,36,13,23,0.3611111111111111,"36,1%"
1h,PFR,2.0,clv,pos_in_range_n,1,1,39,17,22,0.4358974358974359,"43,6%"
1h,PFR,2.0,clv,pos_in_range_n,2,2,44,14,30,0.3181818181818182,"31,8%"
1h,PFR,2.0,clv,pos_in_range_n,2,3,37,13,24,0.35135135135135137,"35,1%"
1h,PFR,2.0,clv,pos_in_range_n,3,2,35,9,26,0.2571428571428571,"25,7%"
1h,PFR,2.0,clv,pos_in_range_n,3,3,47,20,27,0.425531914893617,"42,6%"
1h,PFR,2.0,clv,dist_to_high_n_pct,0,2,36,13,23,0.3611111111111111,"36,1%"
1h,PFR,2.0,clv,dist_to_high_n_pct,0,3,46,12,34,0.2608695652173913,"26,1%"
1h,PFR,2.0,clv,dist_to_high_n_pct,1,2,30,11,19,0.36666666666666664,"36,7%"
1h,PFR,2.0,clv,dist_to_high_n_pct,1,3,37,14,23,0.3783783783783784,"37,8%"
1h,PFR,2.0,clv,dist_to_high_n_pct,2,0,32,14,18,0.4375,"43,8%"
1h,PFR,2.0,clv,dist_to_high_n_pct,2,1,38,9,29,0.23684210526315788,"23,7%"
1h,PFR,2.0,clv,dist_to_high_n_pct,3,0,51,20,31,0.39215686274509803,"39,2%"
1h,PFR,2.0,clv,dist_to_low_n_pct,0,0,48,14,34,0.2916666666666667,"29,2%"
1h,PFR,2.0,clv,dist_to_low_n_pct,0,1,30,11,19,0.36666666666666664,"36,7%"
1h,PFR,2.0,clv,dist_to_low_n_pct,1,0,37,13,24,0.35135135135135137,"35,1%"
1h,PFR,2.0,clv,dist_to_low_n_pct,2,2,30,9,21,0.3,30%
1h,PFR,2.0,clv,dist_to_low_n_pct,2,3,41,14,27,0.34146341463414637,"34,1%"
1h,PFR,2.0,clv,dist_to_low_n_pct,3,2,38,12,26,0.3157894736842105,"31,6%"
1h,PFR,2.0,clv,dist_to_low_n_pct,3,3,33,11,22,0.3333333333333333,"33,3%"
1h,PFR,2.0,range_pct,body_pct,3,3,31,13,18,0.41935483870967744,"41,9%"
1h,PFR,2.0,range_pct,lower_wick_pct,0,3,30,10,20,0.3333333333333333,"33,3%"
1h,PFR,2.0,range_pct,ret_1_pct,0,1,45,19,26,0.4222222222222222,"42,2%"
1h,PFR,2.0,range_pct,ret_1_pct,0,2,34,12,22,0.35294117647058826,"35,3%"
1h,PFR,2.0,range_pct,ret_1_pct,1,2,34,10,24,0.29411764705882354,"29,4%"
1h,PFR,2.0,range_pct,ret_1_pct,2,3,35,9,26,0.2571428571428571,"25,7%"
1h,PFR,2.0,range_pct,ret_1_pct,3,0,33,10,23,0.30303030303030304,"30,3%"
1h,PFR,2.0,range_pct,ret_1_pct,3,3,40,19,21,0.475,"47,5%"
1h,PFR,2.0,range_pct,ret_3_pct,0,1,31,10,21,0.3225806451612903,"32,3%"
1h,PFR,2.0,range_pct,ret_3_pct,0,2,32,16,16,0.5,50%
1h,PFR,2.0,range_pct,ret_3_pct,1,1,32,10,22,0.3125,"31,2%"
1h,PFR,2.0,range_pct,ret_3_pct,3,0,35,8,27,0.22857142857142856,"22,9%"
1h,PFR,2.0,range_pct,ret_3_pct,3,3,30,14,16,0.4666666666666667,"46,7%"
1h,PFR,2.0,range_pct,ret_5_pct,0,1,37,12,25,0.32432432432432434,"32,4%"
1h,PFR,2.0,range_pct,ret_5_pct,0,2,34,14,20,0.4117647058823529,"41,2%"
1h,PFR,2.0,range_pct,ret_5_pct,3,0,31,10,21,0.3225806451612903,"32,3%"
1h,PFR,2.0,range_pct,ret_5_pct,3,3,36,15,21,0.4166666666666667,"41,7%"
1h,PFR,2.0,range_pct,rsi,0,1,30,13,17,0.43333333333333335,"43,3%"
1h,PFR,2.0,range_pct,pos_in_range_n,0,1,32,13,19,0.40625,"40,6%"
1h,PFR,2.0,range_pct,pos_in_range_n,3,3,33,15,18,0.45454545454545453,"45,5%"
1h,PFR,2.0,range_pct,dist_to_high_n_pct,0,0,30,14,16,0.4666666666666667,"46,7%"
1h,PFR,2.0,range_pct,dist_to_high_n_pct,3,3,31,8,23,0.25806451612903225,"25,8%"
1h,PFR,2.0,range_pct,dist_to_low_n_pct,0,0,30,12,18,0.4,40%
1h,PFR,2.0,range_pct,dist_to_low_n_pct,0,1,34,14,20,0.4117647058823529,"41,2%"
1h,PFR,2.0,range_pct,dist_to_low_n_pct,3,3,39,14,25,0.358974358974359,"35,9%"
1h,PFR,2.0,range_pct,vol_z,0,0,38,16,22,0.42105263157894735,"42,1%"
1h,PFR,2.0,range_pct,vol_z,1,0,31,8,23,0.25806451612903225,"25,8%"
1h,PFR,2.0,range_pct,vol_z,3,3,53,19,34,0.3584905660377358,"35,8%"
1h,PFR,2.0,body_pct,upper_wick_pct,0,3,39,11,28,0.28205128205128205,"28,2%"
1h,PFR,2.0,body_pct,upper_wick_pct,1,3,37,13,24,0.35135135135135137,"35,1%"
1h,PFR,2.0,body_pct,upper_wick_pct,3,0,40,13,27,0.325,"32,5%"
1h,PFR,2.0,body_pct,upper_wick_pct,3,1,32,12,20,0.375,"37,5%"
1h,PFR,2.0,body_pct,lower_wick_pct,0,3,51,12,39,0.23529411764705882,"23,5%"
1h,PFR,2.0,body_pct,lower_wick_pct,2,2,39,13,26,0.3333333333333333,"33,3%"
1h,PFR,2.0,body_pct,lower_wick_pct,3,0,48,18,30,0.375,"37,5%"
1h,PFR,2.0,body_pct,lower_wick_pct,3,1,33,9,24,0.2727272727272727,"27,3%"
1h,PFR,2.0,body_pct,ret_1_pct,0,1,52,15,37,0.28846153846153844,"28,8%"
1h,PFR,2.0,body_pct,ret_1_pct,0,2,34,9,25,0.2647058823529412,"26,5%"
1h,PFR,2.0,body_pct,ret_1_pct,1,2,30,11,19,0.36666666666666664,"36,7%"
1h,PFR,2.0,body_pct,ret_1_pct,3,0,45,11,34,0.24444444444444444,"24,4%"
1h,PFR,2.0,body_pct,ret_1_pct,3,3,39,16,23,0.41025641025641024,41%
1h,PFR,2.0,body_pct,rsi,3,0,31,9,22,0.2903225806451613,29%
1h,PFR,2.0,body_pct,pos_in_range_n,1,2,30,9,21,0.3,30%
1h,PFR,2.0,body_pct,pos_in_range_n,3,0,32,5,27,0.15625,"15,6%"
1h,PFR,2.0,body_pct,vol_z,3,3,32,13,19,0.40625,"40,6%"
1h,PFR,2.0,upper_wick_pct,lower_wick_pct,0,3,36,15,21,0.4166666666666667,"41,7%"
1h,PFR,2.0,upper_wick_pct,lower_wick_pct,1,3,30,11,19,0.36666666666666664,"36,7%"
1h,PFR,2.0,upper_wick_pct,lower_wick_pct,3,0,41,15,26,0.36585365853658536,"36,6%"
1h,PFR,2.0,upper_wick_pct,lower_wick_pct,3,1,33,12,21,0.36363636363636365,"36,4%"
1h,PFR,2.0,upper_wick_pct,ret_1_pct,0,2,31,11,20,0.3548387096774194,"35,5%"
1h,PFR,2.0,upper_wick_pct,ret_1_pct,0,3,41,15,26,0.36585365853658536,"36,6%"
1h,PFR,2.0,upper_wick_pct,ret_1_pct,1,2,31,11,20,0.3548387096774194,"35,5%"
1h,PFR,2.0,upper_wick_pct,ret_1_pct,1,3,31,10,21,0.3225806451612903,"32,3%"
1h,PFR,2.0,upper_wick_pct,ret_1_pct,2,1,30,11,19,0.36666666666666664,"36,7%"
1h,PFR,2.0,upper_wick_pct,ret_1_pct,3,1,51,17,34,0.3333333333333333,"33,3%"
1h,PFR,2.0,upper_wick_pct,ret_5_pct,1,3,37,13,24,0.35135135135135137,"35,1%"
1h,PFR,2.0,upper_wick_pct,ret_5_pct,2,0,30,13,17,0.43333333333333335,"43,3%"
1h,PFR,2.0,upper_wick_pct,ret_5_pct,3,0,36,14,22,0.3888888888888889,"38,9%"
1h,PFR,2.0,upper_wick_pct,ret_5_pct,3,1,38,13,25,0.34210526315789475,"34,2%"
1h,PFR,2.0,upper_wick_pct,rsi,0,2,36,11,25,0.3055555555555556,"30,6%"
1h,PFR,2.0,upper_wick_pct,rsi,0,3,30,15,15,0.5,50%
1h,PFR,2.0,upper_wick_pct,rsi,1,3,39,14,25,0.358974358974359,"35,9%"
1h,PFR,2.0,upper_wick_pct,rsi,3,0,38,6,32,0.15789473684210525,"15,8%"
1h,PFR,2.0,upper_wick_pct,rsi,3,1,37,20,17,0.5405405405405406,"54,1%"
1h,PFR,2.0,upper_wick_pct,pos_in_range_n,0,3,38,19,19,0.5,50%
1h,PFR,2.0,upper_wick_pct,pos_in_range_n,1,3,35,10,25,0.2857142857142857,"28,6%"
1h,PFR,2.0,upper_wick_pct,pos_in_range_n,3,0,36,9,27,0.25,25%
1h,PFR,2.0,upper_wick_pct,pos_in_range_n,3,1,38,17,21,0.4473684210526316,"44,7%"
1h,PFR,2.0,upper_wick_pct,dist_to_high_n_pct,0,0,41,19,22,0.4634146341463415,"46,3%"
1h,PFR,2.0,upper_wick_pct,dist_to_high_n_pct,1,0,33,10,23,0.30303030303030304,"30,3%"
1h,PFR,2.0,upper_wick_pct,dist_to_high_n_pct,2,2,31,10,21,0.3225806451612903,"32,3%"
1h,PFR,2.0,upper_wick_pct,dist_to_high_n_pct,3,3,39,9,30,0.23076923076923078,"23,1%"
1h,PFR,2.0,upper_wick_pct,dist_to_low_n_pct,0,2,36,11,25,0.3055555555555556,"30,6%"
1h,PFR,2.0,upper_wick_pct,dist_to_low_n_pct,1,3,33,10,23,0.30303030303030304,"30,3%"
1h,PFR,2.0,upper_wick_pct,dist_to_low_n_pct,3,0,37,14,23,0.3783783783783784,"37,8%"
1h,PFR,2.0,upper_wick_pct,vol_z,2,0,35,10,25,0.2857142857142857,"28,6%"
1h,PFR,2.0,lower_wick_pct,ret_1_pct,0,0,54,18,36,0.3333333333333333,"33,3%"
1h,PFR,2.0,lower_wick_pct,ret_1_pct,1,3,32,10,22,0.3125,"31,2%"
1h,PFR,2.0,lower_wick_pct,ret_1_pct,2,3,36,12,24,0.3333333333333333,"33,3%"
1h,PFR,2.0,lower_wick_pct,ret_1_pct,3,2,54,17,37,0.3148148148148148,"31,5%"
1h,PFR,2.0,lower_wick_pct,ret_3_pct,0,0,35,15,20,0.42857142857142855,"42,9%"
1h,PFR,2.0,lower_wick_pct,ret_5_pct,0,0,38,15,23,0.39473684210526316,"39,5%"
1h,PFR,2.0,lower_wick_pct,ret_5_pct,0,1,36,11,25,0.3055555555555556,"30,6%"
1h,PFR,2.0,lower_wick_pct,ret_5_pct,1,0,31,12,19,0.3870967741935484,"38,7%"
1h,PFR,2.0,lower_wick_pct,ret_5_pct,3,2,34,14,20,0.4117647058823529,"41,2%"
1h,PFR,2.0,lower_wick_pct,ret_5_pct,3,3,34,8,26,0.23529411764705882,"23,5%"
1h,PFR,2.0,lower_wick_pct,rsi,0,0,43,11,32,0.2558139534883721,"25,6%"
1h,PFR,2.0,lower_wick_pct,rsi,1,0,33,10,23,0.30303030303030304,"30,3%"
1h,PFR,2.0,lower_wick_pct,rsi,2,3,30,12,18,0.4,40%
1h,PFR,2.0,lower_wick_pct,rsi,3,2,33,11,22,0.3333333333333333,"33,3%"
1h,PFR,2.0,lower_wick_pct,rsi,3,3,32,12,20,0.375,"37,5%"
1h,PFR,2.0,lower_wick_pct,pos_in_range_n,0,0,43,10,33,0.23255813953488372,"23,3%"
1h,PFR,2.0,lower_wick_pct,pos_in_range_n,0,1,33,15,18,0.45454545454545453,"45,5%"
1h,PFR,2.0,lower_wick_pct,pos_in_range_n,1,0,35,10,25,0.2857142857142857,"28,6%"
1h,PFR,2.0,lower_wick_pct,pos_in_range_n,2,3,36,14,22,0.3888888888888889,"38,9%"
1h,PFR,2.0,lower_wick_pct,pos_in_range_n,3,2,43,14,29,0.32558139534883723,"32,6%"
1h,PFR,2.0,lower_wick_pct,dist_to_high_n_pct,0,2,32,14,18,0.4375,"43,8%"
1h,PFR,2.0,lower_wick_pct,dist_to_high_n_pct,0,3,41,11,30,0.2682926829268293,"26,8%"
1h,PFR,2.0,lower_wick_pct,dist_to_high_n_pct,1,3,30,11,19,0.36666666666666664,"36,7%"
1h,PFR,2.0,lower_wick_pct,dist_to_high_n_pct,2,0,30,12,18,0.4,40%
1h,PFR,2.0,lower_wick_pct,dist_to_high_n_pct,3,0,33,13,20,0.3939393939393939,"39,4%"
1h,PFR,2.0,lower_wick_pct,dist_to_high_n_pct,3,1,32,10,22,0.3125,"31,2%"
1h,PFR,2.0,lower_wick_pct,dist_to_low_n_pct,0,0,40,12,28,0.3,30%
1h,PFR,2.0,lower_wick_pct,dist_to_low_n_pct,1,0,30,11,19,0.36666666666666664,"36,7%"
1h,PFR,2.0,lower_wick_pct,dist_to_low_n_pct,2,3,34,11,23,0.3235294117647059,"32,4%"
1h,PFR,2.0,lower_wick_pct,dist_to_low_n_pct,3,2,32,10,22,0.3125,"31,2%"
1h,PFR,2.0,ret_1_pct,ret_3_pct,0,0,41,13,28,0.3170731707317073,"31,7%"
1h,PFR,2.0,ret_1_pct,ret_3_pct,2,1,31,12,19,0.3870967741935484,"38,7%"
1h,PFR,2.0,ret_1_pct,ret_3_pct,3,3,43,19,24,0.4418604651162791,"44,2%"
1h,PFR,2.0,ret_1_pct,ret_5_pct,0,0,55,19,36,0.34545454545454546,"34,5%"
1h,PFR,2.0,ret_1_pct,ret_5_pct,1,0,33,14,19,0.42424242424242425,"42,4%"
1h,PFR,2.0,ret_1_pct,ret_5_pct,1,1,39,15,24,0.38461538461538464,"38,5%"
1h,PFR,2.0,ret_1_pct,ret_5_pct,2,2,45,18,27,0.4,40%
1h,PFR,2.0,ret_1_pct,ret_5_pct,2,3,30,9,21,0.3,30%
1h,PFR,2.0,ret_1_pct,ret_5_pct,3,3,53,19,34,0.3584905660377358,"35,8%"
1h,PFR,2.0,ret_1_pct,rsi,0,0,54,17,37,0.3148148148148148,"31,5%"
1h,PFR,2.0,ret_1_pct,rsi,0,1,35,12,23,0.34285714285714286,"34,3%"
1h,PFR,2.0,ret_1_pct,rsi,1,0,37,8,29,0.21621621621621623,"21,6%"
1h,PFR,2.0,ret_1_pct,rsi,1,1,38,19,19,0.5,50%
1h,PFR,2.0,ret_1_pct,rsi,2,2,40,13,27,0.325,"32,5%"
1h,PFR,2.0,ret_1_pct,rsi,2,3,38,13,25,0.34210526315789475,"34,2%"
1h,PFR,2.0,ret_1_pct,rsi,3,2,38,9,29,0.23684210526315788,"23,7%"
1h,PFR,2.0,ret_1_pct,rsi,3,3,47,23,24,0.48936170212765956,"48,9%"
1h,PFR,2.0,ret_1_pct,pos_in_range_n,0,0,58,14,44,0.2413793103448276,"24,1%"
1h,PFR,2.0,ret_1_pct,pos_in_range_n,0,1,31,15,16,0.4838709677419355,"48,4%"
1h,PFR,2.0,ret_1_pct,pos_in_range_n,1,0,33,11,22,0.3333333333333333,"33,3%"
1h,PFR,2.0,ret_1_pct,pos_in_range_n,1,1,44,17,27,0.38636363636363635,"38,6%"
1h,PFR,2.0,ret_1_pct,pos_in_range_n,2,2,50,15,35,0.3,30%
1h,PFR,2.0,ret_1_pct,pos_in_range_n,2,3,31,11,20,0.3548387096774194,"35,5%"
1h,PFR,2.0,ret_1_pct,pos_in_range_n,3,3,56,23,33,0.4107142857142857,"41,1%"
1h,PFR,2.0,ret_1_pct,dist_to_high_n_pct,0,2,30,9,21,0.3,30%
1h,PFR,2.0,ret_1_pct,dist_to_high_n_pct,0,3,55,18,37,0.32727272727272727,"32,7%"
1h,PFR,2.0,ret_1_pct,dist_to_high_n_pct,1,2,37,15,22,0.40540540540540543,"40,5%"
1h,PFR,2.0,ret_1_pct,dist_to_high_n_pct,1,3,30,8,22,0.26666666666666666,"26,7%"
1h,PFR,2.0,ret_1_pct,dist_to_high_n_pct,2,0,36,14,22,0.3888888888888889,"38,9%"
1h,PFR,2.0,ret_1_pct,dist_to_high_n_pct,2,1,41,11,30,0.2682926829268293,"26,8%"
1h,PFR,2.0,ret_1_pct,dist_to_high_n_pct,3,0,44,20,24,0.45454545454545453,"45,5%"
1h,PFR,2.0,ret_1_pct,dist_to_high_n_pct,3,1,31,8,23,0.25806451612903225,"25,8%"
1h,PFR,2.0,ret_1_pct,dist_to_low_n_pct,0,0,44,13,31,0.29545454545454547,"29,5%"
1h,PFR,2.0,ret_1_pct,dist_to_low_n_pct,0,1,32,12,20,0.375,"37,5%"
1h,PFR,2.0,ret_1_pct,dist_to_low_n_pct,1,0,41,13,28,0.3170731707317073,"31,7%"
1h,PFR,2.0,ret_1_pct,dist_to_low_n_pct,2,2,33,10,23,0.30303030303030304,"30,3%"
1h,PFR,2.0,ret_1_pct,dist_to_low_n_pct,2,3,30,7,23,0.23333333333333334,"23,3%"
1h,PFR,2.0,ret_1_pct,dist_to_low_n_pct,3,2,32,11,21,0.34375,"34,4%"
1h,PFR,2.0,ret_1_pct,dist_to_low_n_pct,3,3,49,19,30,0.3877551020408163,"38,8%"
1h,PFR,2.0,ret_1_pct,vol_z,1,0,31,12,19,0.3870967741935484,"38,7%"
1h,PFR,2.0,ret_1_pct,vol_z,2,0,30,9,21,0.3,30%
1h,PFR,2.0,ret_1_pct,vol_z,3,3,39,17,22,0.4358974358974359,"43,6%"
1h,PFR,2.0,ret_3_pct,ret_5_pct,0,0,37,11,26,0.2972972972972973,"29,7%"
1h,PFR,2.0,ret_3_pct,ret_5_pct,1,2,33,10,23,0.30303030303030304,"30,3%"
1h,PFR,2.0,ret_3_pct,ret_5_pct,3,3,35,13,22,0.37142857142857144,"37,1%"
1h,PFR,2.0,ret_3_pct,rsi,0,0,31,6,25,0.1935483870967742,"19,4%"
1h,PFR,2.0,ret_3_pct,pos_in_range_n,0,0,39,7,32,0.1794871794871795,"17,9%"
1h,PFR,2.0,ret_3_pct,pos_in_range_n,3,3,36,14,22,0.3888888888888889,"38,9%"
1h,PFR,2.0,ret_3_pct,dist_to_high_n_pct,0,2,30,11,19,0.36666666666666664,"36,7%"
1h,PFR,2.0,ret_3_pct,dist_to_high_n_pct,0,3,31,6,25,0.1935483870967742,"19,4%"
1h,PFR,2.0,ret_3_pct,dist_to_high_n_pct,1,1,31,10,21,0.3225806451612903,"32,3%"
1h,PFR,2.0,ret_3_pct,dist_to_high_n_pct,2,0,30,13,17,0.43333333333333335,"43,3%"
1h,PFR,2.0,ret_3_pct,dist_to_high_n_pct,3,0,32,14,18,0.4375,"43,8%"
1h,PFR,2.0,ret_3_pct,dist_to_low_n_pct,0,0,32,8,24,0.25,25%
1h,PFR,2.0,ret_3_pct,dist_to_low_n_pct,3,2,31,12,19,0.3870967741935484,"38,7%"
1h,PFR,2.0,ret_3_pct,vol_z,1,0,30,8,22,0.26666666666666666,"26,7%"
1h,PFR,2.0,ret_3_pct,vol_z,2,0,31,8,23,0.25806451612903225,"25,8%"
1h,PFR,2.0,ret_5_pct,rsi,0,0,51,17,34,0.3333333333333333,"33,3%"
1h,PFR,2.0,ret_5_pct,rsi,0,1,36,16,20,0.4444444444444444,"44,4%"
1h,PFR,2.0,ret_5_pct,rsi,1,1,33,14,19,0.42424242424242425,"42,4%"
1h,PFR,2.0,ret_5_pct,rsi,2,2,35,12,23,0.34285714285714286,"34,3%"
1h,PFR,2.0,ret_5_pct,rsi,3,2,37,10,27,0.2702702702702703,27%
1h,PFR,2.0,ret_5_pct,rsi,3,3,47,19,28,0.40425531914893614,"40,4%"
1h,PFR,2.0,ret_5_pct,pos_in_range_n,0,0,57,17,40,0.2982456140350877,"29,8%"
1h,PFR,2.0,ret_5_pct,pos_in_range_n,0,1,30,15,15,0.5,50%
1h,PFR,2.0,ret_5_pct,pos_in_range_n,1,1,34,16,18,0.47058823529411764,"47,1%"
1h,PFR,2.0,ret_5_pct,pos_in_range_n,2,2,39,14,25,0.358974358974359,"35,9%"
1h,PFR,2.0,ret_5_pct,pos_in_range_n,3,2,32,9,23,0.28125,"28,1%"
1h,PFR,2.0,ret_5_pct,pos_in_range_n,3,3,50,20,30,0.4,40%
1h,PFR,2.0,ret_5_pct,dist_to_high_n_pct,0,2,35,15,20,0.42857142857142855,"42,9%"
1h,PFR,2.0,ret_5_pct,dist_to_high_n_pct,0,3,49,17,32,0.3469387755102041,"34,7%"
1h,PFR,2.0,ret_5_pct,dist_to_high_n_pct,2,0,32,15,17,0.46875,"46,9%"
1h,PFR,2.0,ret_5_pct,dist_to_high_n_pct,3,0,40,18,22,0.45,45%
1h,PFR,2.0,ret_5_pct,dist_to_high_n_pct,3,1,34,9,25,0.2647058823529412,"26,5%"
1h,PFR,2.0,ret_5_pct,dist_to_low_n_pct,0,0,51,16,35,0.3137254901960784,"31,4%"
1h,PFR,2.0,ret_5_pct,dist_to_low_n_pct,1,0,31,10,21,0.3225806451612903,"32,3%"
