scenario,config,timeframe,setup,armed_ts,ladder_touch_ts,signal_ts,fill_ts,entry,stop,risk,ladder_touch_ma,ladder_stop_ma,use_time_exit,use_breakeven,req_close_gt10,hit_1,exit_type_1,R_1,exit_ts_1,hit_1.5,exit_type_1.5,R_1.5,exit_ts_1.5,hit_2,exit_type_2,R_2,exit_ts_2,hit_3,exit_type_3,R_3,exit_ts_3
LADDER_ONLY,tx0_be0,4h,MA_LADDER,2020-09-12 16:00:00+00:00,2020-09-13 16:00:00+00:00,2020-09-13 16:00:00+00:00,2020-09-13 20:00:00+00:00,10334.52581,10260.396412222222,74.12939777777683,45,45,False,False,,False,stop,-1.0,2020-09-14 00:00:00+00:00,False,stop,-1.0,2020-09-14 00:00:00+00:00,False,stop,-1.0,2020-09-14 00:00:00+00:00,False,stop,-1.0,2020-09-14 00:00:00+00:00
LADDER_ONLY,tx0_be0,4h,MA_LADDER,2020-09-14 08:00:00+00:00,2020-09-14 08:00:00+00:00,2020-09-14 08:00:00+00:00,2020-09-14 12:00:00+00:00,10485.02581,10305.759904285715,179.2659057142846,30,35,False,False,,True,target,1.0,2020-09-14 12:00:00+00:00,True,target,1.5,2020-09-15 00:00:00+00:00,True,target,2.0,2020-09-15 08:00:00+00:00,True,target,3.0,2020-09-16 16:00:00+00:00
LADDER_ONLY,tx0_be0,4h,MA_LADDER,2020-09-14 12:00:00+00:00,2020-09-16 00:00:00+00:00,2020-09-16 00:00:00+00:00,2020-09-16 04:00:00+00:00,10805.02581,10618.074190000001,186.951619999998,10,15,False,False,,True,target,1.0,2020-09-16 12:00:00+00:00,True,target,1.5,2020-09-16 16:00:00+00:00,True,target,2.0,2020-09-19 12:00:00+00:00,False,stop,-1.0,2020-09-21 08:00:00+00:00
LADDER_ONLY,tx0_be0,4h,MA_LADDER,2020-09-16 04:00:00+00:00,2020-09-16 04:00:00+00:00,2020-09-16 08:00:00+00:00,2020-09-16 12:00:00+00:00,10944.02581,10658.574190000001,285.451619999998,10,15,False,False,,False,stop,-1.0,2020-09-21 08:00:00+00:00,False,stop,-1.0,2020-09-21 08:00:00+00:00,False,stop,-1.0,2020-09-21 08:00:00+00:00,False,stop,-1.0,2020-09-21 08:00:00+00:00
LADDER_ONLY,tx0_be0,4h,MA_LADDER,2020-09-16 12:00:00+00:00,2020-09-17 08:00:00+00:00,2020-09-17 12:00:00+00:00,2020-09-17 16:00:00+00:00,10899.52581,10688.77419,210.7516199999991,20,25,False,False,,True,target,1.0,2020-09-19 08:00:00+00:00,False,stop,-1.0,2020-09-21 08:00:00+00:00,False,stop,-1.0,2020-09-21 08:00:00+00:00,False,stop,-1.0,2020-09-21 08:00:00+00:00
LADDER_ONLY,tx0_be0,4h,MA_LADDER,2020-09-17 16:00:00+00:00,2020-09-17 16:00:00+00:00,2020-09-17 16:00:00+00:00,2020-09-17 20:00:00+00:00,10940.02581,10734.53419,205.49161999999887,20,25,False,False,,True,target,1.0,2020-09-19 08:00:00+00:00,False,stop,-1.0,2020-09-21 08:00:00+00:00,False,stop,-1.0,2020-09-21 08:00:00+00:00,False,stop,-1.0,2020-09-21 08:00:00+00:00
LADDER_ONLY,tx0_be0,4h,MA_LADDER,2020-09-17 20:00:00+00:00,2020-09-18 00:00:00+00:00,2020-09-18 00:00:00+00:00,2020-09-18 04:00:00+00:00,10973.02581,10851.77419,121.2516199999991,15,20,False,False,,False,stop,-1.0,2020-09-18 16:00:00+00:00,False,stop,-1.0,2020-09-18 16:00:00+00:00,False,stop,-1.0,2020-09-18 16:00:00+00:00,False,stop,-1.0,2020-09-18 16:00:00+00:00
LADDER_ONLY,tx0_be0,4h,MA_LADDER,2020-09-18 04:00:00+00:00,2020-09-18 04:00:00+00:00,2020-09-18 04:00:00+00:00,2020-09-18 08:00:00+00:00,10991.52581,10865.799190000002,125.72661999999764,15,20,False,False,,False,stop,-1.0,2020-09-18 16:00:00+00:00,False,stop,-1.0,2020-09-18 16:00:00+00:00,False,stop,-1.0,2020-09-18 16:00:00+00:00,False,stop,-1.0,2020-09-18 16:00:00+00:00
LADDER_ONLY,tx0_be0,4h,MA_LADDER,2020-09-19 00:00:00+00:00,2020-09-19 04:00:00+00:00,2020-09-19 04:00:00+00:00,2020-09-19 08:00:00+00:00,10992.52581,10883.514190000002,109.01161999999749,20,25,False,False,,True,target,1.0,2020-09-19 08:00:00+00:00,True,target,1.5,2020-09-19 12:00:00+00:00,False,stop,-1.0,2020-09-20 12:00:00+00:00,False,stop,-1.0,2020-09-20 12:00:00+00:00
LADDER_ONLY,tx0_be0,4h,MA_LADDER,2020-09-28 12:00:00+00:00,2020-09-28 20:00:00+00:00,2020-09-29 00:00:00+00:00,2020-09-29 04:00:00+00:00,10744.52581,10620.66169,123.86411999999837,35,40,False,False,,True,target,1.0,2020-10-01 08:00:00+00:00,False,stop,-1.0,2020-10-01 16:00:00+00:00,False,stop,-1.0,2020-10-01 16:00:00+00:00,False,stop,-1.0,2020-10-01 16:00:00+00:00
LADDER_ONLY,tx0_be0,4h,MA_LADDER,2020-10-09 16:00:00+00:00,2020-10-11 20:00:00+00:00,2020-10-11 20:00:00+00:00,2020-10-12 00:00:00+00:00,11401.02581,11190.99919,210.02661999999873,15,20,False,False,,False,stop,-1.0,2020-10-12 08:00:00+00:00,False,stop,-1.0,2020-10-12 08:00:00+00:00,False,stop,-1.0,2020-10-12 08:00:00+00:00,False,stop,-1.0,2020-10-12 08:00:00+00:00
LADDER_ONLY,tx0_be0,4h,MA_LADDER,2020-10-12 00:00:00+00:00,2020-10-12 08:00:00+00:00,2020-10-12 08:00:00+00:00,2020-10-12 12:00:00+00:00,11400.52581,11170.814190000001,229.71161999999822,20,25,False,False,,True,target,1.0,2020-10-12 20:00:00+00:00,True,target,1.5,2020-10-19 12:00:00+00:00,True,target,2.0,2020-10-20 08:00:00+00:00,False,timeout_loss,-1.0,2020-10-20 16:00:00+00:00
